record_number,count,country,site,date,Month,time,location,latitude,longitude,ring size,ring no.,status,mig,english,french,scientific,age,sex,fat,muscle,wing,weight,bp,moult,ringer,bill skull,tarsus,tail,bill feather,bill nostril,bill+head,other bio,notes,PJ moult,wing point,2nd =,emarginate,OGC,Blood sample no.,Feather sample,Tape used,,RINGERS' KEY
,,GH,Nsoatre,22/11/2011,Nov,0715,Entrance North,,,A,P006671,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,1,2,79,16.9,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0730,Entrance North,,,A,P006672,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,1,79,18,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0755,Entrance North,,,A,P006673,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0820,Entrance North,,,A,P006625,R,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,.,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0820,Entrance North,,,A,P006674,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0820,Entrance North,,,A,P006675,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,2,.,1,1,65,10,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0820,Entrance North,,,A,P006676,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,2,.,0,2,64,9.3,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0820,Entrance North,,,A,P006677,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,2,2,80,17.8,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0830,Entrance North,,,A,P006678,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0845,Entrance North,,,A,P006679,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,.,.,.,.,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0845,Entrance North,,,A,P006680,N,.,Splendid Sunbird,Souimanga éclatant,Cinnyris coccinigastrus,FG,f,.,.,65,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,AA,N02554,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,m,.,.,49,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,A,P006617,R,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,see notes,.,.,.,.,.,.,,.,,,,,,,,dead in net,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,A,P006681,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,3,.,1,2,68,9.7,.,555/000555/5555555444,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,A,P006682,N,.,Splendid Sunbird,Souimanga éclatant,Cinnyris coccinigastrus,FG,f,.,.,65,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,B,R004636,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,m,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0930,Entrance North,,,CC,S001012,N,.,Marsh Tchagra,Tchagra des marais,Antichromus minutus,FG,f,.,.,75,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,22/11/2011,Nov,0945,Entrance North,,,B,R004637,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,f,.,.,76,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0630,Entrance North,,,AA,N02555,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,FG,.,0,2,56,8.9,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0630,Entrance North,,,A,P006683,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,1,76,16.2,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0630,Entrance North,,,B,R004638,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,3,.,0,1,81,18.4,.,,BIB,,27,65,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0715,Entrance North,,,CC,S001013,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,2,3,100,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0720,Entrance North,,,AA,N02556,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,m,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0720,Entrance North,,,A,P006684,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,2,2,75,18.2,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0755,Entrance North,,,AA,N02557,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0755,Entrance North,,,A,P006685,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,2,2,78,19.4,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0850,Entrance North,,,A,P006686,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,0,1,64,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0950,Entrance North,,,A,P006687,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0950,Entrance North,,,A,P006688,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,3,.,2,2,63,9.8,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,0950,Entrance North,,,A,P006689,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,2,1,76,18.3,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,1005,Entrance North,,,A,P006690,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,2,2,79,17.8,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,23/11/2011,Nov,1050,Entrance North,,,A,P006691,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,2,3,79,17.8,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0700,Entrance North,,,AA,N02558,N,.,Red-billed Firefinch,Amarante du Sénégal,Lagonosticta senegala,FG,m,.,.,48,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0700,Entrance North,,,A,P006656,R,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,.,.,49,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0715,Entrance North,,,A,P006633,R,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,2,.,0,2,.,9.7,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0720,Entrance North,,,A,P006692,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,0,1,82,17.6,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0730,Entrance North,,,AA,N02559,N,.,Green-headed Sunbird,Souimanga à tête verte,Cyanomitra verticalis,FG,f,.,.,60,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0730,Entrance North,,,A,P006693,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,0,1,75,15.6,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0730,Entrance North,,,A,P006694,N,.,Green-headed Sunbird,Souimanga à tête verte,Cyanomitra verticalis,FG,m,.,.,65,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0830,Entrance North,,,B,R004639,N,.,Black-winged (red) Bishop,Euplecte Monseigneur,Euplectes hordeaceus,FG,f,.,.,63,20.6,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0835,Entrance North,,,A,P006695,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,2,79,13.6,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0840,Entrance North,,,B,R004640,N,.,Sulphur-breasted Bush-shrike,Gladiateur soufré,Malaconotus sulfureopectus,FG,f,0,2,94,30.1,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0850,Entrance North,,,A,P006696,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,0,2,83,18.4,.,,BIB,,25.6,69,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0940,Entrance North,,,A,P006697,N,.,Red-headed Quelea,Travailleur à tête rouge,Quelea erythrops,FG,m,.,.,64,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0940,Entrance North,,,B,R004641,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,24/11/2011,Nov,0950,Entrance North,,,A,P006698,N,Mig,Blackcap,Fauvette à tête noire,Sylvia atricapilla,3,m,0,2,76,15.7,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",25/11/2011,Nov,0655,Felled Tree,,,AA,N02601,N,Mig,Wood Warbler,Pouillot siffleur,Phylloscopus sibilatrix,3,.,1,1,76,8.2,.,,JR,,17.9,51,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",25/11/2011,Nov,0725,Felled Tree,,,AA,N02602,N,Mig,Wood Warbler,Pouillot siffleur,Phylloscopus sibilatrix,4,.,1,1,72,8.9,.,,JR,,18.1,48,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",25/11/2011,Nov,0820,Felled Tree,,,CC,S000301,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,.,0,2,107,35.9,.,,CJD,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0710,Entrance North,,,CC,S001014,N,.,Marsh Tchagra,Tchagra des marais,Antichromus minutus,FG,m,.,.,76,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0715,Entrance North,,,A,P006699,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,0,1,77,15.9,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0820,Entrance North,,,AA,N02560,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,m,.,.,48,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0820,Entrance North,,,AA,N02561,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,m,.,.,50,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0820,Entrance North,,,AA,N02562,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,m,.,.,50,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0820,Entrance North,,,A,P006700,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,2,79,18,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0820,Entrance North,,,CC,S001100,N,.,Brown-crowned Tchagra,Tchagra à tête brune,Tchagra australis,FG,.,.,.,75,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,26/11/2011,Nov,0840,Entrance North,,,AA,N02563,N,Mig,Willow Warbler,Pouillot fitis,Phylloscopus trochilus,4,.,0,2,66,7.9,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0630,South Road,,,CC,S001015,N,.,Simple Leaflove,Bulbul modeste,Chlorocichla simplex,FG,.,.,.,107,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0720,South Road,,,CC,S001016,N,.,Brown-crowned Tchagra,Tchagra à tête brune,Tchagra australis,Juv,.,.,.,74,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0736,South Road,,,A,P006530,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,2,2,78,17.8,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0736,South Road,,,A,P006531,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,2,2,77,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0736,South Road,,,A,P006532,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,0,1,77,15.6,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0759,South Road,,,A,P006533,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,3,.,0,1,68,10.5,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0830,South Road,,,A,P006534,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,3,.,0,2,82,18,.,,CAH,,27.4,65,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0900,South Road,,,AA,N02564,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,FG,.,.,.,48,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0900,South Road,,,AA,N02565,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,Juv,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0910,South Road,,,AA,N02566,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0928,South Road,,,AA,N02567,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,f,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0928,South Road,,,A,P006535,N,.,Bishop sp,Euplecte esp,Euplectes sp,FG,f,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0928,South Road,,,A,P006536,N,.,Bishop sp,Euplecte esp,Euplectes sp,3,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0930,South Road,,,A,P006537,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,2,2,80,17,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0930,South Road,,,A,P006538,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,0,2,77,15.7,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0930,South Road,,,A,P006539,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,0930,South Road,,,So,V000077,R,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,1100,South Road,,,A,P006540,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,0,2,84,20.6,.,,CAH,,27.5,68,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,1100,South Road,,,A,P006541,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,2,2,81,18.4,.,,BIB,,25.6,68,,,,,,,,,,,,,,,
,,GH,Nsoatre,27/11/2011,Nov,1129,South Road,,,A,P006542,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,0,1,84,19.6,.,,CAH,,27.6,70,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",29/11/2011,Nov,0700,Bird 3 Path,,,AA,N02603,N,.,Olive Sunbird,Souimanga olivâtre de l'Ouest,Cyanomitra olivacea,FG,m,1,3,60,10.5,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",29/11/2011,Nov,0730,Bird 3 Path,,,CC,S000302,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,.,0,1,103,37.5,.,,JR,,,,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",29/11/2011,Nov,0800,Bird 3 Path,,,AA,N02604,N,Mig,Wood Warbler,Pouillot siffleur,Phylloscopus sibilatrix,4,.,1,1,77,9.5,.,,JR,,19.1,52,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0645,South Road,,,AA,N02568,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0706,South Road,,,A,P006692,R,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,2,2,.,18,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0710,South Road,,,AA,N02569,N,.,Green-headed Sunbird,Souimanga à tête verte,Cyanomitra verticalis,FG,m,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0710,South Road,,,AA,N02570,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,f,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0710,South Road,,,AA,N02571,N,.,Green-headed Sunbird,Souimanga à tête verte,Cyanomitra verticalis,FG,f,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0710,South Road,,,B,R004642,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,f,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0735,South Road,,,A,P006543,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,3,.,0,1,62,10.6,.,550/000000/4432000000,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0820,South Road,,,A,P006696,R,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,0,2,.,19.1,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0820,South Road,,,B,R004643,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,Juv,.,.,.,80,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0830,South Road,,,A,P006544,N,.,Splendid Sunbird,Souimanga éclatant,Cinnyris coccinigastrus,IMM,f,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0830,South Road,,,B,R004644,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,f,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0843,South Road,,,CC,S001017,N,.,Marsh Tchagra,Tchagra des marais,Antichromus minutus,FG,m,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0843,South Road,,,CC,S001018,N,.,Brown-crowned Tchagra,Tchagra à tête brune,Tchagra australis,IMM,f,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0923,South Road,,,D2,D00631,N,.,Yellowbill,Malcoha à bec jaune,Ceuthmochares aereus,FG,.,.,.,120,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0923,South Road,,,AA,N02572,N,.,Olive-bellied Sunbird,Souimanga à ventre olive,Cinnyris chloropygius,FG,m,.,.,47,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,0952,South Road,,,So,V000083,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,.,.,50,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,1020,South Road,,,E,E00259,N,.,Levaillant's Cuckoo,Coucou de Levaillant,Clamator levaillantii,FG,.,.,.,176,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,1020,South Road,,,AA,N02573,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,m,.,.,49,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,30/11/2011,Nov,1020,South Road,,,AA,N02574,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,f,.,.,47,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0630,South Road,,,A,P000424,R,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,3,2,84,19.9,.,,BIB,,27.3,70,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0646,South Road,,,A,P006545,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2,.,1,1,79,16.4,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0727,South Road,,,AA,N02575,N,.,Green Crombec,Crombec vert,Sylvietta virens,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0727,South Road,,,A,P006546,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,.,.,54,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0727,South Road,,,B,R004645,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,m,.,.,74,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0740,South Road,,,A,P006547,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,2,2,81,17.1,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0740,South Road,,,A,P006548,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,3,.,0,1,66,10.4,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0740,South Road,,,A,P006549,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,0,1,66,12,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0740,South Road,,,A,P006550,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,0,1,79,16.7,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0830,South Road,,,AA,N02576,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0830,South Road,,,AA,N02577,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,.,.,49,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0830,South Road,,,A,P006551,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,.,.,.,.,.,,BIB,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0930,South Road,,,AA,N02578,N,.,Olive-bellied Sunbird,Souimanga à ventre olive,Cinnyris chloropygius,.,.,.,.,.,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,02/12/2011,Dec,0930,South Road,,,CC,S001019,N,.,Marsh Tchagra,Tchagra des marais,Antichromus minutus,FG,m,.,.,78,.,.,,CAH,,,,,,,,,,,,,,,,,,
,,GH,"Pepease,Brukruwa west",08/12/2011,Dec,0740,Bird 4 Glade,,,AA,N02605,N,Mig,Wood Warbler,Pouillot siffleur,Phylloscopus sibilatrix,3,.,0,1,73,8.4,.,000/000000/1110000000,BIB,,17.9,47,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0640,South Road,,,B,R004646,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,m,0,3,75,.,.,,EMS,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0700,South Road,,,AA,N02579,N,.,Black-and-white Mannikin,Capucin bicolore,Spermestes bicolor,Juv,.,0,2,50,.,.,,EMS,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0700,South Road,,,AA,N02580,N,.,Black-and-white Mannikin,Capucin bicolore,Spermestes bicolor,Juv,.,0,1,50,.,.,,NAG,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0710,South Road,,,AA,N02581,N,.,Black-and-white Mannikin,Capucin bicolore,Spermestes bicolor,Juv,.,0,2,51,.,.,,EMS,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0730,South Road,,,AA,N02582,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,f,.,.,48,.,.,,NAG,,,,,,,,,,,,,,,,,,
,,GH,Nsoatre,13/12/2011,Dec,0730,South Road,,,AA,N02583,N,.,Olive-bellied Sunbird,Souimanga à ventre olive,Cinnyris chloropygius,FG,f,.,.,.,.,.,,NAG,,,,,,,,,,,,,,,,,,
